X,Y,date_modified,uuid,source_url,name,type,completeness,version,upstream,what3words,source,raw-source,nature-of-facility,url,physical-address
27.53127,-11.627084,2016-04-06T10:05:35.841Z,e4323f5c66844fb0a7bb339c4c6abab0,https://www.msf.org/,CM la finale,,35.29%,2,Médecins Sans Frontières¶2323,ample.weeknight.watching,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.434877,-11.700946,2016-04-06T10:05:35.841Z,556b29194d414c5fae24a56941cc8d6d,https://www.msf.org/,CM la foi,,35.29%,2,Médecins Sans Frontières¶2391,melon.throats.fruitcake,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.434732,-11.700848,2016-04-06T10:05:35.841Z,9379fc1e329c441589a58bfbb08bd27b,https://www.msf.org/,CM la foi,,35.29%,2,Médecins Sans Frontières¶2448,eliminate.openly.bungalows,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.724097,-12.246689,2016-04-06T10:05:35.841Z,d1a9d404b28640eabd29f48152f86a5d,https://www.msf.org/,CM la gloire,,35.29%,2,Médecins Sans Frontières¶2545,doorsteps.inserts.fodder,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.51237,-11.694257,2016-04-06T10:05:35.841Z,9c59ccffe0d44cdb8a0bc6c68031be23,https://www.msf.org/,CM la gloire,,35.29%,2,Médecins Sans Frontières¶2488,nuzzling.reunion.lasts,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.059413,-11.145929,2016-04-06T10:05:35.841Z,568a681d371d414cbda421443a378b02,https://www.msf.org/,CM la grace,,35.29%,2,Médecins Sans Frontières¶2578,mere.incarnation.cartridge,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
28.547373,-12.751196,2016-04-06T10:05:35.841Z,6535a9c766314283876063378c0a20fa,https://www.msf.org/,CM la grace,,35.29%,2,Médecins Sans Frontières¶2559,destroys.failing.markings,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
28.547366,-12.751188,2016-04-06T10:05:35.841Z,c2a89c9ee3384cc3bae960cc7e4977c9,https://www.msf.org/,CM la grace,,35.29%,2,Médecins Sans Frontières¶2560,destroys.failing.markings,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
28.547375,-12.751209,2016-04-06T10:05:35.841Z,21bd9abb8047471286a99051fa52f212,https://www.msf.org/,CM la grace,,35.29%,2,Médecins Sans Frontières¶2558,destroys.failing.markings,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.548768,-11.657498,2016-04-06T10:05:35.841Z,412c2a50cadc41a19a7f2cf0daa21fcf,https://www.msf.org/,CM la patience,,35.29%,2,Médecins Sans Frontières¶2401,much.loosed.glassware,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.580245,-11.670366,2016-04-06T10:05:35.841Z,051c7e7edf4b409ba843417cf53a3f72,https://www.msf.org/,CM la patience,,35.29%,2,Médecins Sans Frontières¶2410,puddings.shack.triangle,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.509827,-11.691917,2016-04-06T10:05:35.841Z,2adf354dd4df4b478be03354c985f18a,https://www.msf.org/,CM la promesse,,35.29%,2,Médecins Sans Frontières¶2481,admires.awoken.vowed,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
28.344086,-12.434169,2016-04-06T10:05:35.841Z,710a456342324298ae0e73abf992d16a,https://www.msf.org/,CM la promesse,,35.29%,2,Médecins Sans Frontières¶2526,apple.handover.publish,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.506409,-11.695428,2016-04-06T10:05:35.841Z,4b539f849218467f9ea0529b77031043,https://www.msf.org/,CM la prosperite,,35.29%,2,Médecins Sans Frontières¶2492,joined.ultra.requested,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.520924,-11.636957,2016-04-06T10:05:35.841Z,c1545c0a80184f38ad0732a29f105a78,https://www.msf.org/,CM la providence,,35.29%,2,Médecins Sans Frontières¶2345,unopposed.dished.expert,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.547733,-11.647337,2016-04-06T10:05:35.841Z,cdd7f69fb8cd4008ba5f97de17e2e064,https://www.msf.org/,CM la servante,,35.29%,2,Médecins Sans Frontières¶2405,ooze.truly.anode,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.513713,-11.651642,2016-04-06T10:05:35.841Z,f18b8ea3f5bf40fb973132ae75b712be,https://www.msf.org/,CM la trinite,,35.29%,2,Médecins Sans Frontières¶2306,cobbled.confusion.popped,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.438775,-11.697347,2016-04-06T10:05:35.841Z,8fe28f45715f4e6d9e17468d6b248ab6,https://www.msf.org/,CM la verite,,35.29%,2,Médecins Sans Frontières¶2279,cavalier.escorting.blanking,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.477188,-11.70018,2016-04-06T10:05:35.841Z,b17ede7146554d5ea86fadf439c056c3,https://www.msf.org/,CM le rocher,,35.29%,2,Médecins Sans Frontières¶2509,circus.verbs.awoken,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.443573,-11.694657,2016-04-06T10:05:35.841Z,d161962be17a4c8b8103f57c9558a75d,https://www.msf.org/,CM le sauveur,,35.29%,2,Médecins Sans Frontières¶2293,spicy.upcoming.signified,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.409051,-11.707791,2016-04-06T10:05:35.841Z,1bd06c73458749619f82acff1142453b,https://www.msf.org/,CM les vainqueurs,,35.29%,2,Médecins Sans Frontières¶2288,kite.oasis.huddling,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.455038,-11.715992,2016-04-06T10:05:35.841Z,d700cd69cde44a08830c7295e0bf8778,https://www.msf.org/,CM liahona,,35.29%,2,Médecins Sans Frontières¶2467,limits.clarifies.phantom,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.494004,-11.662827,2016-04-06T10:05:35.841Z,16249ef719bf46d4b7ac24741f352ca1,https://www.msf.org/,CM lumiere,,35.29%,2,Médecins Sans Frontières¶2309,moving.upwardly.pastime,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.47269,-11.596219,2016-04-06T10:05:35.841Z,b91a973fb369470badd9119c0f9f84cd,https://www.msf.org/,CM luna,,35.29%,2,Médecins Sans Frontières¶2497,shuttle.fatter.leaky,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.475358,-11.743422,2016-04-06T10:05:35.841Z,534e45fd950b4d33817cf6bf35db04a3,https://www.msf.org/,CM lupandilo,,35.29%,2,Médecins Sans Frontières¶2303,inches.hormones.distanced,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.458266,-11.708433,2016-04-06T10:05:35.841Z,17693c62b8024183b32e7f4be665bdc1,https://www.msf.org/,CM lwizi,,35.29%,2,Médecins Sans Frontières¶2453,deprive.noun.drips,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.47964,-11.668713,2016-04-06T10:05:35.841Z,722e19f8844c4c0884dda6ee70135a63,https://www.msf.org/,CM m'zee,,35.29%,2,Médecins Sans Frontières¶2258,useful.banana.quaking,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.51601,-11.689343,2016-04-06T10:05:35.841Z,eac8f3dc44fb4a099c4f3805bbc95014,https://www.msf.org/,CM maendeleo,,35.29%,2,Médecins Sans Frontières¶2483,mugs.samples.pegs,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.558965,-11.6635,2016-04-06T10:05:35.841Z,b417f9adb8bd45be87ad1a1b6cc2063a,https://www.msf.org/,CM malaika,,35.29%,2,Médecins Sans Frontières¶2416,crop.ruling.bleat,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.450483,-11.700998,2016-04-06T10:05:35.841Z,d7f1651a2f6e4524b42e535bd7c21925,https://www.msf.org/,CM mama wa huruma,,35.29%,2,Médecins Sans Frontières¶2451,estuaries.suffice.counts,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.507313,-11.630147,2016-04-06T10:05:35.841Z,463def915d054040916fcc734b2419df,https://www.msf.org/,CM maman elisabeth,,35.29%,2,Médecins Sans Frontières¶2315,verges.grumbling.backs,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.492043,-11.633006,2016-04-06T10:05:35.841Z,4e5abc8371a244d0832b2ba8eff9e483,https://www.msf.org/,CM maman neema,,35.29%,2,Médecins Sans Frontières¶2265,enable.copper.nerd,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.5284,-11.627453,2016-04-06T10:05:35.841Z,0e880c10e50548dda02c4680c1f7fd3b,https://www.msf.org/,CM mamba 2,,35.29%,2,Médecins Sans Frontières¶2320,mavericks.once.strumming,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.725179,-12.261061,2016-04-06T10:05:35.841Z,99eccd84545140a5a363670bdfc274f7,https://www.msf.org/,CM manasse,,35.29%,2,Médecins Sans Frontières¶2547,harvesting.unaltered.entertaining,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.470666,-11.712039,2016-04-06T10:05:35.841Z,2c961ef6bb1841fe9261057e1c8fb621,https://www.msf.org/,CM manne cachee,,35.29%,2,Médecins Sans Frontières¶2458,fans.weaved.shuttling,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.524291,-11.597055,2016-04-06T10:05:35.841Z,379a636757b34e1fa6edbf1558e9b703,https://www.msf.org/,CM mapendo,,35.29%,2,Médecins Sans Frontières¶2246,backpack.anchovies.star,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.459154,-11.716268,2016-04-06T10:05:35.841Z,ae1e97b537a9400e91e296ef858bab95,https://www.msf.org/,CM masaidiano,,35.29%,2,Médecins Sans Frontières¶2463,symphonic.dorms.socket,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.515164,-11.68906,2016-04-06T10:05:35.841Z,03830de815484c06b0dfc38cdd524301,https://www.msf.org/,CM masaidizi,,35.29%,2,Médecins Sans Frontières¶2484,longer.neckline.access,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.532242,-11.646771,2016-04-06T10:05:35.841Z,ed3be55cdb864defbef14e4858cae83e,https://www.msf.org/,CM miericorde,,35.29%,2,Médecins Sans Frontières¶2430,sourced.reader.trickling,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.4382,-11.698663,2016-04-06T10:05:35.841Z,8382f6f19e88492c8f32a2e90f74a3bd,https://www.msf.org/,CM miradi,,35.29%,2,Médecins Sans Frontières¶2274,sulked.intrigued.starting,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.519322,-11.639856,2016-04-06T10:05:35.841Z,8f1401bc4332446b8267cf2ddc541540,https://www.msf.org/,CM mlima,,35.29%,2,Médecins Sans Frontières¶2346,landlords.consoled.flitting,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.487444,-11.65719,2016-04-06T10:05:35.841Z,ced08a35d4f440a089645442ec8cb174,https://www.msf.org/,CM mlk,,35.29%,2,Médecins Sans Frontières¶2311,tint.toothpick.lists,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.487875,-11.700056,2016-04-06T10:05:35.841Z,0cd67493ab4f4ea083798d1d671c2b63,https://www.msf.org/,CM mmp,,35.29%,2,Médecins Sans Frontières¶2502,fact.appealing.pack,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.512888,-11.694071,2016-04-06T10:05:35.841Z,d4bcea8c672742e3b4e3526a5c179cff,https://www.msf.org/,CM moderne,,35.29%,2,Médecins Sans Frontières¶2489,these.comedy.wonderful,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.966482,-12.257,2016-04-06T10:05:35.841Z,470f14f7dda643058bb370878918df16,https://www.msf.org/,CM mona,,35.29%,2,Médecins Sans Frontières¶2551,stash.flippantly.playhouse,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.452531,-11.716855,2016-04-06T10:05:35.841Z,e531fbebc4ff423aa63d88161f9c76e5,https://www.msf.org/,CM mont carmel,,35.29%,2,Médecins Sans Frontières¶2384,movies.unlisted.wiggly,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.47644,-11.730818,2016-04-06T10:05:35.841Z,5e519dc3473e4483b870439492dec92e,https://www.msf.org/,CM mont carmel,,35.29%,2,Médecins Sans Frontières¶2302,guarding.perfected.dragon,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.511905,-11.7035,2016-04-06T10:05:35.841Z,46c5a2ca4b8046199043d6858b016fbd,https://www.msf.org/,CM mont carmel,,35.29%,2,Médecins Sans Frontières¶2487,contacts.remaking.vibrates,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.523771,-11.632862,2016-04-06T10:05:35.841Z,8534e3cba7af473c8657d7dd0f7ff9ef,https://www.msf.org/,CM mubekaf,,35.29%,2,Médecins Sans Frontières¶2341,buying.punt.goodbyes,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.47824,-12.006207,2016-04-06T10:05:35.841Z,582b3d4569004f9cae63af59fdc41724,https://www.msf.org/,CM mungu ni  mwema,,35.29%,2,Médecins Sans Frontières¶2653,cavorting.pine.horseflesh,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.534794,-11.603067,2016-04-06T10:05:35.841Z,a0367ecf443a4da5b2e3b66991e8b46c,https://www.msf.org/,CM mwana bwato,,35.29%,2,Médecins Sans Frontières¶2271,hits.bolt.branched,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.435846,-11.69268,2016-04-06T10:05:35.841Z,ee43b255bf8243d5b3a69d31e2c6c0de,https://www.msf.org/,CM neema,,35.29%,2,Médecins Sans Frontières¶2291,state.folds.relations,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.795778,-12.205668,2016-04-06T10:05:35.841Z,c26496805a8546a3b3c4db7536f190d4,https://www.msf.org/,CM neema,,35.29%,2,Médecins Sans Frontières¶2537,tackling.shopped.collections,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.459768,-11.725497,2016-04-06T10:05:35.841Z,1cd74539977341699c2c6706f87d3469,https://www.msf.org/,CM new siloe,,35.29%,2,Médecins Sans Frontières¶2460,able.launcher.chariots,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.476177,-11.59799,2016-04-06T10:05:35.841Z,a2dc1c809dad42a78996cdd27644c530,https://www.msf.org/,CM nidesh,,35.29%,2,Médecins Sans Frontières¶2498,universes.worth.buzzer,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.561869,-11.657768,2016-04-06T10:05:35.841Z,707d0cd5dabe4b719ef281ca3bc74255,https://www.msf.org/,CM nodasa,,35.29%,2,Médecins Sans Frontières¶2411,exacted.again.tabs,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.50322,-11.660808,2016-04-06T10:05:35.841Z,f9f0ff8b4a8c44ca90156f775b674ca3,https://www.msf.org/,CM notre dame,,35.29%,2,Médecins Sans Frontières¶2307,emulating.fillings.parks,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.440396,-11.696942,2016-04-06T10:05:35.841Z,b4a82d38be1445e9a98bad2a46ef7d8c,https://www.msf.org/,CM notre dame,,35.29%,2,Médecins Sans Frontières¶2297,transmit.fronted.animates,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.550801,-11.640417,2016-04-06T10:05:35.841Z,a00ede650538466d829ad15a663bf709,https://www.msf.org/,CM notre dame de guerison,,35.29%,2,Médecins Sans Frontières¶2423,downsize.spooned.cobbled,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.540297,-11.634459,2016-04-06T10:05:35.841Z,9aa89ae7f2444639a6be6ce4849fb566,https://www.msf.org/,CM oness,,35.29%,2,Médecins Sans Frontières¶2332,indirect.endearing.fells,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.531732,-11.639903,2016-04-06T10:05:35.841Z,12bf2831093946fb8153f2d339940b1e,https://www.msf.org/,CM ong salama,,35.29%,2,Médecins Sans Frontières¶2427,structure.cosmic.definite,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.521786,-11.622781,2016-04-06T10:05:35.841Z,a23801787b654296b6c47e6f999a94b7,https://www.msf.org/,CM oracle 1,,35.29%,2,Médecins Sans Frontières¶2322,lowest.concluded.quick,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.520827,-11.644965,2016-04-06T10:05:35.841Z,a52174dbf01f41329fa7435768eefe42,https://www.msf.org/,CM oracle 2,,35.29%,2,Médecins Sans Frontières¶2432,states.conducted.thing,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.241706,-11.761296,2016-04-06T10:05:35.841Z,c14cb9c7509f460cb48ee91f77083e03,https://www.msf.org/,CM pacifique,,35.29%,2,Médecins Sans Frontières¶2635,mooring.processes.lashed,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.492604,-11.690211,2016-04-06T10:05:35.841Z,f53befd8b3b84f18875f215e0bdec7fb,https://www.msf.org/,CM penny wise,,35.29%,2,Médecins Sans Frontières¶2486,cutaway.lawfully.punt,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.455243,-11.519707,2016-04-06T10:05:35.841Z,ee544efde84e4b018ad6e035761ccb74,https://www.msf.org/,CM pierre de faite,,35.29%,2,Médecins Sans Frontières¶2643,jokingly.sprigs.hymns,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.470457,-11.715921,2016-04-06T10:05:35.841Z,6b4aa264cd4845848d804cf94624bd64,https://www.msf.org/,CM pierre de l'angle,,35.29%,2,Médecins Sans Frontières¶2462,sailors.visions.rephrase,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.519294,-11.634624,2016-04-06T10:05:35.841Z,a0c1b92445c84cec923d54284e6778f4,https://www.msf.org/,CM pikinu,,35.29%,2,Médecins Sans Frontières¶2351,tips.concerts.solicitor,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.491299,-11.721908,2016-04-06T10:05:35.841Z,4f9430f349db4c1eae2b9760a855df8e,https://www.msf.org/,CM pmb,,35.29%,2,Médecins Sans Frontières¶2516,mailer.joyously.passively,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.499717,-11.717154,2016-04-06T10:05:35.841Z,fa2c847229fb4b00a202b38cedd5ecab,https://www.msf.org/,CM polykat,,35.29%,2,Médecins Sans Frontières¶2517,chemistry.passively.sparkles,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.53508,-11.634457,2016-04-06T10:05:35.841Z,135568a572cf4204be3e9c41b0c46107,https://www.msf.org/,CM polylumiere,,35.29%,2,Médecins Sans Frontières¶2326,front.amaze.monk,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.467184,-11.735192,2016-04-06T10:05:35.841Z,577db7c7345a4f6d8671b808e77c877b,https://www.msf.org/,CM polysecours,,35.29%,2,Médecins Sans Frontières¶2304,recorders.paddlers.mandates,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
28.352604,-12.426392,2016-04-06T10:05:35.841Z,b3e0c62526b74529ad18e51d8549a3e0,https://www.msf.org/,CM puit de jacob,,35.29%,2,Médecins Sans Frontières¶2525,relished.blank.sweep,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.513287,-11.612162,2016-04-06T10:05:35.841Z,3666819b5bbd42ad99e427c19a698e2a,https://www.msf.org/,CM radem,,35.29%,2,Médecins Sans Frontières¶2243,dips.brownish.flips,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.513305,-11.612045,2016-04-06T10:05:35.841Z,84085dd33dfe49c38115a7a260082b9c,https://www.msf.org/,CM radem,,35.29%,2,Médecins Sans Frontières¶2317,speech.deprives.sitting,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.556766,-11.672272,2016-04-06T10:05:35.841Z,f6216307866c454ebf206f6339dc83dd,https://www.msf.org/,CM rafiki anuarite,,35.29%,2,Médecins Sans Frontières¶2402,empire.across.nudge,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.42385,-11.691169,2016-04-06T10:05:35.841Z,71479ef48a67495e83115270cca615ce,https://www.msf.org/,CM rehema,,35.29%,2,Médecins Sans Frontières¶2282,february.clattered.wanted,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.546523,-11.643045,2016-04-06T10:05:35.841Z,7e929654554a4afabe30372a8d6e58d3,https://www.msf.org/,CM rehoboth,,35.29%,2,Médecins Sans Frontières¶2421,slipping.shoulders.sharpen,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.535308,-11.637571,2016-04-06T10:05:35.841Z,624fc877219c4f87ad78d8f0c36cc12c,https://www.msf.org/,CM ruashi medical,,35.29%,2,Médecins Sans Frontières¶2333,betraying.young.bachelor,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.408688,-11.706243,2016-04-06T10:05:35.841Z,488fa3a84f2d42968dd3caed0ceb9cc5,https://www.msf.org/,CM ruguen,,35.29%,2,Médecins Sans Frontières¶2289,probable.firewall.holdings,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
26.950296,-10.930712,2016-04-06T10:05:35.841Z,29df571152254ce598bcb7285ad47980,https://www.msf.org/,CM ruth,,35.29%,2,Médecins Sans Frontières¶2570,consumptive.bedroom.strikers,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
26.884554,-10.960342,2016-04-06T10:05:35.841Z,d58bfde327284658a4dae5477dac147c,https://www.msf.org/,CM safari,,35.29%,2,Médecins Sans Frontières¶2593,toner.penicillin.twiddled,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.52141,-11.639096,2016-04-06T10:05:35.841Z,91f9a431e57d4d75abb2ca9722a85b4d,https://www.msf.org/,CM safina,,35.29%,2,Médecins Sans Frontières¶2344,bandstand.stocky.famous,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.547522,-11.652033,2016-04-06T10:05:35.841Z,0a75686596ec44bf863d4220d20a08e4,https://www.msf.org/,CM saint michel,,35.29%,2,Médecins Sans Frontières¶2418,chap.buying.windmills,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.522672,-11.635342,2016-04-06T10:05:35.841Z,873f0447c73946cfb9eeb9f2c6c04456,https://www.msf.org/,CM saint michel,,35.29%,2,Médecins Sans Frontières¶2342,slides.grain.untrained,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.454472,-11.717236,2016-04-06T10:05:35.841Z,1151e7be7aaf4ff0829adb739ef3f87c,https://www.msf.org/,CM saint sauveur,,35.29%,2,Médecins Sans Frontières¶2466,finishing.stews.solutions,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.508156,-11.692904,2016-04-06T10:05:35.841Z,ecee314141d14fe5881d52ba5c1651ab,https://www.msf.org/,CM saint savio,,35.29%,2,Médecins Sans Frontières¶2480,dumpy.buzzards.warblers,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.495925,-11.624303,2016-04-06T10:05:35.841Z,8994a2fd21934972a22ab1c9896d430a,https://www.msf.org/,CM saint thomas,,35.29%,2,Médecins Sans Frontières¶2316,tougher.frost.exploring,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.562738,-11.647237,2016-04-06T10:05:35.841Z,fe2b9aff5ad0420798c36e132fb744e2,https://www.msf.org/,CM sainte cecile,,35.29%,2,Médecins Sans Frontières¶2414,storybook.promote.fever,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.469899,-11.729643,2016-04-06T10:05:35.841Z,281ac83d139f4380982b73e18984347e,https://www.msf.org/,CM sainte claire,,35.29%,2,Médecins Sans Frontières¶2469,inspected.rewrites.orbit,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
27.540896,-11.662236,2016-04-06T10:05:35.841Z,c28c6a2142f94ea0ac8d0ffd32511c2d,https://www.msf.org/,CM sainte elisabeth,,35.29%,2,Médecins Sans Frontières¶2397,mandates.jaundice.crystal,Médecins Sans Frontières,https://data.hdx.rwlabs.org/dataset/east-congo-healthsites,Private clinic,,
