Origin,Destination,Travel_Time
DIULU,POE_Lushoze,45453
DIULU,POE_Muhungu,46751
DIULU,POE_Nabiapai,109265
DIULU,POE_Onder,86710
DIULU,POE_Parombo,95974
DIULU,POE_Vura,91693
DJALO-NDJEKA,POE_Adumi,95693
DJALO-NDJEKA,POE_Bango,91415
DJALO-NDJEKA,POE_Bugarama,72806
DJALO-NDJEKA,POE_Buhumba,79269
DJALO-NDJEKA,POE_Bujerere,94544
DJALO-NDJEKA,POE_Bunagana,82254
DJALO-NDJEKA,POE_Busengo,90834
DJALO-NDJEKA,POE_Goli,84720
DJALO-NDJEKA,POE_Goma,79693
DJALO-NDJEKA,POE_Ishasha,88296
DJALO-NDJEKA,POE_Kasindi,80074
DJALO-NDJEKA,POE_Kijoro,96347
DJALO-NDJEKA,POE_Kiyonga,94648
DJALO-NDJEKA,POE_Kyesero,95159
DJALO-NDJEKA,POE_Lushoze,71127
DJALO-NDJEKA,POE_Muhungu,72425
DJALO-NDJEKA,POE_Nabiapai,93567
DJALO-NDJEKA,POE_Onder,87943
DJALO-NDJEKA,POE_Parombo,97208
DJALO-NDJEKA,POE_Vura,92927
DJOLU,POE_Adumi,106027
DJOLU,POE_Bango,101335
DJOLU,POE_Bugarama,86527
DJOLU,POE_Buhumba,90330
DJOLU,POE_Bujerere,104877
DJOLU,POE_Bunagana,93316
DJOLU,POE_Busengo,101895
DJOLU,POE_Goli,95053
DJOLU,POE_Goma,90754
DJOLU,POE_Ishasha,99357
DJOLU,POE_Kasindi,90408
DJOLU,POE_Kijoro,106681
DJOLU,POE_Kiyonga,104982
DJOLU,POE_Kyesero,106220
DJOLU,POE_Lushoze,84847
DJOLU,POE_Muhungu,86145
DJOLU,POE_Nabiapai,102733
DJOLU,POE_Onder,98277
DJOLU,POE_Parombo,107541
DJOLU,POE_Vura,103260
DJOMBO,POE_Adumi,106529
DJOMBO,POE_Bango,91870
DJOMBO,POE_Bugarama,95832
DJOMBO,POE_Buhumba,99636
DJOMBO,POE_Bujerere,114183
DJOMBO,POE_Bunagana,102621
DJOMBO,POE_Busengo,111201
DJOMBO,POE_Goli,101530
DJOMBO,POE_Goma,100060
DJOMBO,POE_Ishasha,108663
DJOMBO,POE_Kasindi,99714
DJOMBO,POE_Kijoro,107183
DJOMBO,POE_Kiyonga,111458
DJOMBO,POE_Kyesero,115526
DJOMBO,POE_Lushoze,94153
DJOMBO,POE_Muhungu,95451
DJOMBO,POE_Nabiapai,93268
DJOMBO,POE_Onder,99681
DJOMBO,POE_Parombo,114018
DJOMBO,POE_Vura,103421
DJUMA,POE_Adumi,144265
DJUMA,POE_Bango,143754
DJUMA,POE_Bugarama,96938
DJUMA,POE_Buhumba,103401
DJUMA,POE_Bujerere,134747
DJUMA,POE_Bunagana,106387
DJUMA,POE_Busengo,114966
DJUMA,POE_Goli,133292
DJUMA,POE_Goma,103825
DJUMA,POE_Ishasha,112428
DJUMA,POE_Kasindi,120832
DJUMA,POE_Kijoro,144919
DJUMA,POE_Kiyonga,143220
DJUMA,POE_Kyesero,119291
DJUMA,POE_Lushoze,95259
DJUMA,POE_Muhungu,96557
DJUMA,POE_Nabiapai,145907
DJUMA,POE_Onder,136515
DJUMA,POE_Parombo,145780
DJUMA,POE_Vura,141499
DORUMA,POE_Adumi,43686
DORUMA,POE_Bango,26064
DORUMA,POE_Bugarama,68224
DORUMA,POE_Buhumba,57032
DORUMA,POE_Bujerere,61657
DORUMA,POE_Bunagana,56283
DORUMA,POE_Busengo,64235
DORUMA,POE_Goli,43773
DORUMA,POE_Goma,60197
DORUMA,POE_Ishasha,58014
DORUMA,POE_Kasindi,47188
DORUMA,POE_Kijoro,43032
DORUMA,POE_Kiyonga,53702
DORUMA,POE_Kyesero,64877
DORUMA,POE_Lushoze,66545
DORUMA,POE_Muhungu,67842
DORUMA,POE_Nabiapai,13499
DORUMA,POE_Onder,41924
DORUMA,POE_Parombo,56262
DORUMA,POE_Vura,43367
DRODRO,POE_Adumi,18606
DRODRO,POE_Bango,23218
DRODRO,POE_Bugarama,39304
DRODRO,POE_Buhumba,28113
DRODRO,POE_Bujerere,29526
DRODRO,POE_Bunagana,27363
DRODRO,POE_Busengo,35315
DRODRO,POE_Goli,7633
DRODRO,POE_Goma,31278
DRODRO,POE_Ishasha,29094
DRODRO,POE_Kasindi,17871
DRODRO,POE_Kijoro,19260
DRODRO,POE_Kiyonga,17561
DRODRO,POE_Kyesero,35957
DRODRO,POE_Lushoze,37625
DRODRO,POE_Muhungu,38923
DRODRO,POE_Nabiapai,37053
DRODRO,POE_Onder,10894
DRODRO,POE_Parombo,20121
DRODRO,POE_Vura,15840
DUNGU,POE_Adumi,34303
DUNGU,POE_Bango,16682
DUNGU,POE_Bugarama,63351
DUNGU,POE_Buhumba,52159
DUNGU,POE_Bujerere,53573
DUNGU,POE_Bunagana,51410
DUNGU,POE_Busengo,59362
DUNGU,POE_Goli,34391
DUNGU,POE_Goma,55325
DUNGU,POE_Ishasha,53141
DUNGU,POE_Kasindi,41918
DUNGU,POE_Kijoro,33649
DUNGU,POE_Kiyonga,44319
DUNGU,POE_Kyesero,60004
DUNGU,POE_Lushoze,61672
DUNGU,POE_Muhungu,62970
DUNGU,POE_Nabiapai,20163
DUNGU,POE_Onder,32542
DUNGU,POE_Parombo,46879
DUNGU,POE_Vura,33984
FARADJE,POE_Adumi,23605
FARADJE,POE_Bango,5983
FARADJE,POE_Bugarama,51726
FARADJE,POE_Buhumba,40534
FARADJE,POE_Bujerere,41948
FARADJE,POE_Bunagana,39785
FARADJE,POE_Busengo,47737
FARADJE,POE_Goli,22766
FARADJE,POE_Goma,43699
FARADJE,POE_Ishasha,41516
FARADJE,POE_Kasindi,30293
FARADJE,POE_Kijoro,22950
FARADJE,POE_Kiyonga,32694
FARADJE,POE_Kyesero,48379
FARADJE,POE_Lushoze,50047
FARADJE,POE_Muhungu,51344
FARADJE,POE_Nabiapai,19818
FARADJE,POE_Onder,20916
FARADJE,POE_Parombo,35254
FARADJE,POE_Vura,22585
FATAKI,POE_Adumi,15693
FATAKI,POE_Bango,22769
FATAKI,POE_Bugarama,38856
FATAKI,POE_Buhumba,27664
FATAKI,POE_Bujerere,29077
FATAKI,POE_Bunagana,26915
FATAKI,POE_Busengo,34867
FATAKI,POE_Goli,4719
FATAKI,POE_Goma,30829
FATAKI,POE_Ishasha,28645
FATAKI,POE_Kasindi,17422
FATAKI,POE_Kijoro,16347
FATAKI,POE_Kiyonga,14647
FATAKI,POE_Kyesero,35508
FATAKI,POE_Lushoze,37176
FATAKI,POE_Muhungu,38474
FATAKI,POE_Nabiapai,36604
FATAKI,POE_Onder,7942
FATAKI,POE_Parombo,17207
FATAKI,POE_Vura,12926
FEREKENI,POE_Adumi,71423
FEREKENI,POE_Bango,67145
FEREKENI,POE_Bugarama,31902
FEREKENI,POE_Buhumba,35706
FEREKENI,POE_Bujerere,67052
FEREKENI,POE_Bunagana,38691
FEREKENI,POE_Busengo,47271
FEREKENI,POE_Goli,60450
FEREKENI,POE_Goma,36130
FEREKENI,POE_Ishasha,44733
FEREKENI,POE_Kasindi,53051
FEREKENI,POE_Kijoro,72078
FEREKENI,POE_Kiyonga,70378
FEREKENI,POE_Kyesero,51596
FEREKENI,POE_Lushoze,30223
FEREKENI,POE_Muhungu,31521
FEREKENI,POE_Nabiapai,69298
FEREKENI,POE_Onder,63673
FEREKENI,POE_Parombo,72938
FEREKENI,POE_Vura,68657
FESHI,POE_Adumi,150852
FESHI,POE_Bango,150341
FESHI,POE_Bugarama,103525
FESHI,POE_Buhumba,109988
FESHI,POE_Bujerere,141334
FESHI,POE_Bunagana,112973
FESHI,POE_Busengo,121553
FESHI,POE_Goli,139879
FESHI,POE_Goma,110412
FESHI,POE_Ishasha,119015
FESHI,POE_Kasindi,127418
FESHI,POE_Kijoro,151506
FESHI,POE_Kiyonga,149807
FESHI,POE_Kyesero,125878
FESHI,POE_Lushoze,101846
FESHI,POE_Muhungu,103144
FESHI,POE_Nabiapai,152493
FESHI,POE_Onder,143102
FESHI,POE_Parombo,152367
FESHI,POE_Vura,148086
FIZI,POE_Adumi,60789
FIZI,POE_Bango,62689
FIZI,POE_Bugarama,9833
FIZI,POE_Buhumba,19924
FIZI,POE_Bujerere,51271
FIZI,POE_Bunagana,22910
FIZI,POE_Busengo,31490
FIZI,POE_Goli,49815
FIZI,POE_Goma,20349
FIZI,POE_Ishasha,28951
FIZI,POE_Kasindi,37355
FIZI,POE_Kijoro,61443
FIZI,POE_Kiyonga,59743
FIZI,POE_Kyesero,35814
FIZI,POE_Lushoze,11175
FIZI,POE_Muhungu,12473
FIZI,POE_Nabiapai,76524
FIZI,POE_Onder,53038
FIZI,POE_Parombo,62303
FIZI,POE_Vura,58022
FUNGURUME,POE_Adumi,121367
FUNGURUME,POE_Bango,123267
FUNGURUME,POE_Bugarama,70412
FUNGURUME,POE_Buhumba,80503
FUNGURUME,POE_Bujerere,111849
FUNGURUME,POE_Bunagana,83489
FUNGURUME,POE_Busengo,92068
FUNGURUME,POE_Goli,110394
FUNGURUME,POE_Goma,80927
FUNGURUME,POE_Ishasha,89530
FUNGURUME,POE_Kasindi,97933
FUNGURUME,POE_Kijoro,122021
FUNGURUME,POE_Kiyonga,120322
FUNGURUME,POE_Kyesero,96393
FUNGURUME,POE_Lushoze,71754
FUNGURUME,POE_Muhungu,73052
FUNGURUME,POE_Nabiapai,137102
FUNGURUME,POE_Onder,113617
FUNGURUME,POE_Parombo,122882
FUNGURUME,POE_Vura,118601
GANGA,POE_Adumi,57331
GANGA,POE_Bango,42672
GANGA,POE_Bugarama,63064
GANGA,POE_Buhumba,61937
GANGA,POE_Bujerere,66562
GANGA,POE_Bunagana,61188
GANGA,POE_Busengo,69140
GANGA,POE_Goli,52331
GANGA,POE_Goma,65102
GANGA,POE_Ishasha,62918
GANGA,POE_Kasindi,52093
GANGA,POE_Kijoro,57985
GANGA,POE_Kiyonga,62260
GANGA,POE_Kyesero,69781
GANGA,POE_Lushoze,61384
GANGA,POE_Muhungu,62682
GANGA,POE_Nabiapai,44070
GANGA,POE_Onder,50482
GANGA,POE_Parombo,64820
GANGA,POE_Vura,54223
GBADOLITE,POE_Adumi,83704
GBADOLITE,POE_Bango,69045
GBADOLITE,POE_Bugarama,73007
GBADOLITE,POE_Buhumba,76811
GBADOLITE,POE_Bujerere,91358
GBADOLITE,POE_Bunagana,79796
GBADOLITE,POE_Busengo,88376
GBADOLITE,POE_Goli,78705
GBADOLITE,POE_Goma,77235
GBADOLITE,POE_Ishasha,85837
GBADOLITE,POE_Kasindi,76888
GBADOLITE,POE_Kijoro,84358
GBADOLITE,POE_Kiyonga,88633
GBADOLITE,POE_Kyesero,92701
GBADOLITE,POE_Lushoze,71328
GBADOLITE,POE_Muhungu,72626
GBADOLITE,POE_Nabiapai,61576
GBADOLITE,POE_Onder,76856
GBADOLITE,POE_Parombo,91193
GBADOLITE,POE_Vura,80596
GEMENA,POE_Adumi,92579
GEMENA,POE_Bango,77920
GEMENA,POE_Bugarama,81882
GEMENA,POE_Buhumba,85686
GEMENA,POE_Bujerere,100233
GEMENA,POE_Bunagana,88671
GEMENA,POE_Busengo,97251
GEMENA,POE_Goli,87580
GEMENA,POE_Goma,86110
GEMENA,POE_Ishasha,94713
GEMENA,POE_Kasindi,85764
GEMENA,POE_Kijoro,93233
GEMENA,POE_Kiyonga,97508
GEMENA,POE_Kyesero,101576
GEMENA,POE_Lushoze,80203
GEMENA,POE_Muhungu,81501
GEMENA,POE_Nabiapai,72997
GEMENA,POE_Onder,85731
GEMENA,POE_Parombo,100068
GEMENA,POE_Vura,89471
GETHY,POE_Adumi,22649
GETHY,POE_Bango,24549
GETHY,POE_Bugarama,35530
GETHY,POE_Buhumba,24339
GETHY,POE_Bujerere,21279
GETHY,POE_Bunagana,23589
GETHY,POE_Busengo,31542
GETHY,POE_Goli,11675
GETHY,POE_Goma,27504
GETHY,POE_Ishasha,25320
GETHY,POE_Kasindi,14097
GETHY,POE_Kijoro,23303
GETHY,POE_Kiyonga,21603
GETHY,POE_Kyesero,32183
GETHY,POE_Lushoze,33851
GETHY,POE_Muhungu,35149
GETHY,POE_Nabiapai,38384
GETHY,POE_Onder,14899
GETHY,POE_Parombo,24163
GETHY,POE_Vura,19882
GOMA,POE_Adumi,42376
GOMA,POE_Bango,44276
GOMA,POE_Bugarama,9680
GOMA,POE_Buhumba,1511
GOMA,POE_Bujerere,32858
GOMA,POE_Bunagana,4497
GOMA,POE_Busengo,13077
GOMA,POE_Goli,31402
GOMA,POE_Goma,1936
GOMA,POE_Ishasha,10538
GOMA,POE_Kasindi,18942
GOMA,POE_Kijoro,43030
GOMA,POE_Kiyonga,41330
GOMA,POE_Kyesero,17401
GOMA,POE_Lushoze,8001
GOMA,POE_Muhungu,9299
GOMA,POE_Nabiapai,58111
GOMA,POE_Onder,34625
GOMA,POE_Parombo,43890
GOMA,POE_Vura,39609
GOMBARI,POE_Adumi,25098
GOMBARI,POE_Bango,13253
GOMBARI,POE_Bugarama,49060
GOMBARI,POE_Buhumba,37868
GOMBARI,POE_Bujerere,39281
GOMBARI,POE_Bunagana,37119
GOMBARI,POE_Busengo,45071
GOMBARI,POE_Goli,20099
GOMBARI,POE_Goma,41033
GOMBARI,POE_Ishasha,38849
GOMBARI,POE_Kasindi,27626
GOMBARI,POE_Kijoro,25752
GOMBARI,POE_Kiyonga,30028
GOMBARI,POE_Kyesero,45712
GOMBARI,POE_Lushoze,47380
GOMBARI,POE_Muhungu,48678
GOMBARI,POE_Nabiapai,27088
GOMBARI,POE_Onder,18250
GOMBARI,POE_Parombo,32588
GOMBARI,POE_Vura,21990
GOMBE,POE_Adumi,153879
GOMBE,POE_Bango,153368
GOMBE,POE_Bugarama,106552
GOMBE,POE_Buhumba,113015
GOMBE,POE_Bujerere,144361
GOMBE,POE_Bunagana,116001
GOMBE,POE_Busengo,124580
GOMBE,POE_Goli,142906
GOMBE,POE_Goma,113439
GOMBE,POE_Ishasha,122042
GOMBE,POE_Kasindi,130446
GOMBE,POE_Kijoro,154533
GOMBE,POE_Kiyonga,152834
GOMBE,POE_Kyesero,128905
GOMBE,POE_Lushoze,104873
GOMBE,POE_Muhungu,106171
GOMBE,POE_Nabiapai,155521
GOMBE,POE_Onder,146129
GOMBE,POE_Parombo,155394
GOMBE,POE_Vura,151113
GOMBE-MATADI,POE_Adumi,161977
GOMBE-MATADI,POE_Bango,161466
GOMBE-MATADI,POE_Bugarama,114650
GOMBE-MATADI,POE_Buhumba,121113
GOMBE-MATADI,POE_Bujerere,152459
GOMBE-MATADI,POE_Bunagana,124098
GOMBE-MATADI,POE_Busengo,132678
GOMBE-MATADI,POE_Goli,151004
GOMBE-MATADI,POE_Goma,121537
GOMBE-MATADI,POE_Ishasha,130140
GOMBE-MATADI,POE_Kasindi,138543
GOMBE-MATADI,POE_Kijoro,162631
GOMBE-MATADI,POE_Kiyonga,160932
GOMBE-MATADI,POE_Kyesero,137003
GOMBE-MATADI,POE_Lushoze,112971
GOMBE-MATADI,POE_Muhungu,114269
GOMBE-MATADI,POE_Nabiapai,163618
GOMBE-MATADI,POE_Onder,154227
GOMBE-MATADI,POE_Parombo,163492
GOMBE-MATADI,POE_Vura,159211
GUNGU,POE_Adumi,131774
GUNGU,POE_Bango,131263
GUNGU,POE_Bugarama,84447
GUNGU,POE_Buhumba,90910
GUNGU,POE_Bujerere,122256
GUNGU,POE_Bunagana,93896
GUNGU,POE_Busengo,102475
GUNGU,POE_Goli,120801
GUNGU,POE_Goma,91334
GUNGU,POE_Ishasha,99937
GUNGU,POE_Kasindi,108340
GUNGU,POE_Kijoro,132428
GUNGU,POE_Kiyonga,130729
GUNGU,POE_Kyesero,106800
GUNGU,POE_Lushoze,82768
GUNGU,POE_Muhungu,84066
GUNGU,POE_Nabiapai,133416
GUNGU,POE_Onder,124024
GUNGU,POE_Parombo,133289
GUNGU,POE_Vura,129008
HAUTS PLATEAUX D'UVIRA,POE_Adumi,54369
HAUTS PLATEAUX D'UVIRA,POE_Bango,56269
HAUTS PLATEAUX D'UVIRA,POE_Bugarama,3413
HAUTS PLATEAUX D'UVIRA,POE_Buhumba,13505
HAUTS PLATEAUX D'UVIRA,POE_Bujerere,44851
HAUTS PLATEAUX D'UVIRA,POE_Bunagana,16490
HAUTS PLATEAUX D'UVIRA,POE_Busengo,25070
HAUTS PLATEAUX D'UVIRA,POE_Goli,43396
HAUTS PLATEAUX D'UVIRA,POE_Goma,13929
HAUTS PLATEAUX D'UVIRA,POE_Ishasha,22532
HAUTS PLATEAUX D'UVIRA,POE_Kasindi,30935
HAUTS PLATEAUX D'UVIRA,POE_Kijoro,55023
HAUTS PLATEAUX D'UVIRA,POE_Kiyonga,53324
HAUTS PLATEAUX D'UVIRA,POE_Kyesero,29395
HAUTS PLATEAUX D'UVIRA,POE_Lushoze,4756
HAUTS PLATEAUX D'UVIRA,POE_Muhungu,6054
HAUTS PLATEAUX D'UVIRA,POE_Nabiapai,70104
HAUTS PLATEAUX D'UVIRA,POE_Onder,46619
HAUTS PLATEAUX D'UVIRA,POE_Parombo,55884
HAUTS PLATEAUX D'UVIRA,POE_Vura,51603
IBANDA,POE_Adumi,50326
IBANDA,POE_Bango,52226
IBANDA,POE_Bugarama,2606
IBANDA,POE_Buhumba,9462
IBANDA,POE_Bujerere,40808
IBANDA,POE_Bunagana,12447
IBANDA,POE_Busengo,21027
IBANDA,POE_Goli,39352
IBANDA,POE_Goma,9886
IBANDA,POE_Ishasha,18488
IBANDA,POE_Kasindi,26892
IBANDA,POE_Kijoro,50980
IBANDA,POE_Kiyonga,49280
IBANDA,POE_Kyesero,25352
IBANDA,POE_Lushoze,926
IBANDA,POE_Muhungu,2224
IBANDA,POE_Nabiapai,66061
IBANDA,POE_Onder,42576
IBANDA,POE_Parombo,51840
IBANDA,POE_Vura,47559
IBOKO,POE_Adumi,117017
IBOKO,POE_Bango,112739
IBOKO,POE_Bugarama,97517
IBOKO,POE_Buhumba,101320
IBOKO,POE_Bujerere,115867
IBOKO,POE_Bunagana,104306
IBOKO,POE_Busengo,112885
IBOKO,POE_Goli,106043
IBOKO,POE_Goma,101744
IBOKO,POE_Ishasha,110347
IBOKO,POE_Kasindi,101398
IBOKO,POE_Kijoro,117671
IBOKO,POE_Kiyonga,115972
IBOKO,POE_Kyesero,117210
IBOKO,POE_Lushoze,95837
IBOKO,POE_Muhungu,97135
IBOKO,POE_Nabiapai,114891
IBOKO,POE_Onder,109267
IBOKO,POE_Parombo,118531
IBOKO,POE_Vura,114250
IDIOFA,POE_Adumi,130779
IDIOFA,POE_Bango,130268
IDIOFA,POE_Bugarama,83452
IDIOFA,POE_Buhumba,89915
IDIOFA,POE_Bujerere,121261
IDIOFA,POE_Bunagana,92900
IDIOFA,POE_Busengo,101480
IDIOFA,POE_Goli,119805
IDIOFA,POE_Goma,90339
IDIOFA,POE_Ishasha,98941
IDIOFA,POE_Kasindi,107345
IDIOFA,POE_Kijoro,131433
IDIOFA,POE_Kiyonga,129733
IDIOFA,POE_Kyesero,105805
IDIOFA,POE_Lushoze,81772
IDIOFA,POE_Muhungu,83070
IDIOFA,POE_Nabiapai,132420
IDIOFA,POE_Onder,123029
IDIOFA,POE_Parombo,132293
IDIOFA,POE_Vura,128012
IDJWI,POE_Adumi,51447
IDJWI,POE_Bango,53347
IDJWI,POE_Bugarama,9894
IDJWI,POE_Buhumba,10583
IDJWI,POE_Bujerere,41929
IDJWI,POE_Bunagana,13568
IDJWI,POE_Busengo,22148
IDJWI,POE_Goli,40473
IDJWI,POE_Goma,11007
IDJWI,POE_Ishasha,19610
IDJWI,POE_Kasindi,28013
IDJWI,POE_Kijoro,52101
IDJWI,POE_Kiyonga,50402
IDJWI,POE_Kyesero,26473
IDJWI,POE_Lushoze,8215
IDJWI,POE_Muhungu,9512
IDJWI,POE_Nabiapai,67182
IDJWI,POE_Onder,43697
IDJWI,POE_Parombo,52962
IDJWI,POE_Vura,48680
IKELA,POE_Adumi,79371
IKELA,POE_Bango,75093
IKELA,POE_Bugarama,59871
IKELA,POE_Buhumba,63674
IKELA,POE_Bujerere,78221
IKELA,POE_Bunagana,66660
IKELA,POE_Busengo,75239
IKELA,POE_Goli,68397
IKELA,POE_Goma,64098
IKELA,POE_Ishasha,72701
IKELA,POE_Kasindi,63752
IKELA,POE_Kijoro,80025
IKELA,POE_Kiyonga,78326
IKELA,POE_Kyesero,79564
IKELA,POE_Lushoze,58191
IKELA,POE_Muhungu,59489
IKELA,POE_Nabiapai,77245
IKELA,POE_Onder,71621
IKELA,POE_Parombo,80885
IKELA,POE_Vura,76604
ILEBO,POE_Adumi,120954
ILEBO,POE_Bango,116927
ILEBO,POE_Bugarama,73627
ILEBO,POE_Buhumba,80089
ILEBO,POE_Bujerere,111436
ILEBO,POE_Bunagana,83075
ILEBO,POE_Busengo,91655
ILEBO,POE_Goli,109980
ILEBO,POE_Goma,80514
ILEBO,POE_Ishasha,89116
ILEBO,POE_Kasindi,97520
ILEBO,POE_Kijoro,121608
ILEBO,POE_Kiyonga,119908
ILEBO,POE_Kyesero,95979
ILEBO,POE_Lushoze,71947
ILEBO,POE_Muhungu,73245
ILEBO,POE_Nabiapai,119080
ILEBO,POE_Onder,113204
ILEBO,POE_Parombo,122468
ILEBO,POE_Vura,118187
INGA,POE_Adumi,180846
INGA,POE_Bango,180335
INGA,POE_Bugarama,133519
INGA,POE_Buhumba,139982
INGA,POE_Bujerere,171328
INGA,POE_Bunagana,142967
INGA,POE_Busengo,151547
INGA,POE_Goli,169872
INGA,POE_Goma,140406
INGA,POE_Ishasha,149009
INGA,POE_Kasindi,157412
INGA,POE_Kijoro,181500
INGA,POE_Kiyonga,179801
INGA,POE_Kyesero,155872
INGA,POE_Lushoze,131840
INGA,POE_Muhungu,133137
INGA,POE_Nabiapai,182487
INGA,POE_Onder,173096
INGA,POE_Parombo,182361
INGA,POE_Vura,178079
INGENDE,POE_Adumi,104719
INGENDE,POE_Bango,100441
INGENDE,POE_Bugarama,85219
INGENDE,POE_Buhumba,89023
INGENDE,POE_Bujerere,103570
INGENDE,POE_Bunagana,92008
INGENDE,POE_Busengo,100588
INGENDE,POE_Goli,93746
INGENDE,POE_Goma,89447
INGENDE,POE_Ishasha,98050
INGENDE,POE_Kasindi,89101
INGENDE,POE_Kijoro,105374
INGENDE,POE_Kiyonga,103674
INGENDE,POE_Kyesero,104913
INGENDE,POE_Lushoze,83540
INGENDE,POE_Muhungu,84838
INGENDE,POE_Nabiapai,102594
INGENDE,POE_Onder,96969
INGENDE,POE_Parombo,106234
INGENDE,POE_Vura,101953
INONGO,POE_Adumi,147944
INONGO,POE_Bango,143666
INONGO,POE_Bugarama,128444
INONGO,POE_Buhumba,132247
INONGO,POE_Bujerere,146794
INONGO,POE_Bunagana,135233
INONGO,POE_Busengo,143813
INONGO,POE_Goli,136970
INONGO,POE_Goma,132672
INONGO,POE_Ishasha,141274
INONGO,POE_Kasindi,132325
INONGO,POE_Kijoro,148598
INONGO,POE_Kiyonga,146899
INONGO,POE_Kyesero,148137
INONGO,POE_Lushoze,126764
INONGO,POE_Muhungu,128062
INONGO,POE_Nabiapai,145818
INONGO,POE_Onder,140194
INONGO,POE_Parombo,149459
INONGO,POE_Vura,145178
IPAMU,POE_Adumi,128769
IPAMU,POE_Bango,124743
IPAMU,POE_Bugarama,81442
IPAMU,POE_Buhumba,87905
IPAMU,POE_Bujerere,119251
IPAMU,POE_Bunagana,90890
IPAMU,POE_Busengo,99470
IPAMU,POE_Goli,117796
IPAMU,POE_Goma,88329
IPAMU,POE_Ishasha,96932
IPAMU,POE_Kasindi,105335
IPAMU,POE_Kijoro,129423
IPAMU,POE_Kiyonga,127724
IPAMU,POE_Kyesero,103795
IPAMU,POE_Lushoze,79763
IPAMU,POE_Muhungu,81061
IPAMU,POE_Nabiapai,126895
IPAMU,POE_Onder,121019
IPAMU,POE_Parombo,130284
IPAMU,POE_Vura,126003
IREBU,POE_Adumi,138162
IREBU,POE_Bango,133884
IREBU,POE_Bugarama,118662
IREBU,POE_Buhumba,122465
IREBU,POE_Bujerere,137012
IREBU,POE_Bunagana,125451
IREBU,POE_Busengo,134031
IREBU,POE_Goli,127188
IREBU,POE_Goma,122889
IREBU,POE_Ishasha,131492
IREBU,POE_Kasindi,122543
IREBU,POE_Kijoro,138816
IREBU,POE_Kiyonga,137117
IREBU,POE_Kyesero,138355
IREBU,POE_Lushoze,116982
IREBU,POE_Muhungu,118280
IREBU,POE_Nabiapai,136036
IREBU,POE_Onder,130412
IREBU,POE_Parombo,139677
IREBU,POE_Vura,135395
ISANGI,POE_Adumi,63412
ISANGI,POE_Bango,59134
ISANGI,POE_Bugarama,43912
ISANGI,POE_Buhumba,47716
ISANGI,POE_Bujerere,62263
ISANGI,POE_Bunagana,50701
ISANGI,POE_Busengo,59281
ISANGI,POE_Goli,52439
ISANGI,POE_Goma,48140
ISANGI,POE_Ishasha,56743
ISANGI,POE_Kasindi,47793
ISANGI,POE_Kijoro,64066
ISANGI,POE_Kiyonga,62367
ISANGI,POE_Kyesero,63606
ISANGI,POE_Lushoze,42233
ISANGI,POE_Muhungu,43531
ISANGI,POE_Nabiapai,61286
ISANGI,POE_Onder,55662
ISANGI,POE_Parombo,64927
ISANGI,POE_Vura,60646
ISIRO,POE_Adumi,43467
ISIRO,POE_Bango,28918
ISIRO,POE_Bugarama,58806
ISIRO,POE_Buhumba,47615
ISIRO,POE_Bujerere,52240
ISIRO,POE_Bunagana,46866
ISIRO,POE_Busengo,54818
ISIRO,POE_Goli,38468
ISIRO,POE_Goma,50780
ISIRO,POE_Ishasha,48596
ISIRO,POE_Kasindi,37771
ISIRO,POE_Kijoro,44121
ISIRO,POE_Kiyonga,48396
ISIRO,POE_Kyesero,55459
ISIRO,POE_Lushoze,57127
ISIRO,POE_Muhungu,58425
ISIRO,POE_Nabiapai,31070
ISIRO,POE_Onder,36618
ISIRO,POE_Parombo,50956
ISIRO,POE_Vura,40359
ITEBERO,POE_Adumi,58019
ITEBERO,POE_Bango,59919
ITEBERO,POE_Bugarama,13351
ITEBERO,POE_Buhumba,17155
ITEBERO,POE_Bujerere,48501
ITEBERO,POE_Bunagana,20140
ITEBERO,POE_Busengo,28720
ITEBERO,POE_Goli,47046
ITEBERO,POE_Goma,17579
ITEBERO,POE_Ishasha,26182
ITEBERO,POE_Kasindi,34585
ITEBERO,POE_Kijoro,58673
ITEBERO,POE_Kiyonga,56974
ITEBERO,POE_Kyesero,33045
ITEBERO,POE_Lushoze,11672
ITEBERO,POE_Muhungu,12970
ITEBERO,POE_Nabiapai,72367
ITEBERO,POE_Onder,50269
ITEBERO,POE_Parombo,59534
ITEBERO,POE_Vura,55253
ITOMBWE,POE_Adumi,63812
ITOMBWE,POE_Bango,65712
ITOMBWE,POE_Bugarama,16485
ITOMBWE,POE_Buhumba,22948
ITOMBWE,POE_Bujerere,54294
ITOMBWE,POE_Bunagana,25934
ITOMBWE,POE_Busengo,34513
ITOMBWE,POE_Goli,52839
ITOMBWE,POE_Goma,23372
ITOMBWE,POE_Ishasha,31975
ITOMBWE,POE_Kasindi,40378
ITOMBWE,POE_Kijoro,64466
ITOMBWE,POE_Kiyonga,62767
ITOMBWE,POE_Kyesero,38838
ITOMBWE,POE_Lushoze,14806
ITOMBWE,POE_Muhungu,16104
ITOMBWE,POE_Nabiapai,79547
ITOMBWE,POE_Onder,56062
ITOMBWE,POE_Parombo,65327
ITOMBWE,POE_Vura,61046
JIBA,POE_Adumi,17042
JIBA,POE_Bango,24781
JIBA,POE_Bugarama,40868
JIBA,POE_Buhumba,29676
JIBA,POE_Bujerere,31090
JIBA,POE_Bunagana,28927
